pdb_id,label,chain_id,AF_average_pLDDT,OF_average_pLDDT,EF_average_pLDDT,AF_TM_score,OF_TM_score,EF_TM_score,AF_RMSD,OF_RMSD,EF_RMSD,AF_GDT_TS,OF_GDT_TS,EF_GDT_TS
8J8T,monomer,8J8T:A,92.32675,92.65741666666666,89.33333333333333,0.976821882254062,0.9441925660109852,0.9553576276652368,1.0317838044664482,2.6904324067160013,1.6893951884261031,98.24561403508773,94.73684210526316,95.83333333333334
8CE9,monomer,8CE9:A,89.92409302325581,88.91702325581396,85.56744186046512,0.9946159352900812,0.9898131200239308,0.9910505505481362,0.3806526342267312,0.5285251375571446,0.4949690417447092,99.73684210526315,98.94736842105263,99.47368421052632
8BS6,monomer,8BS6:A,91.21162037037035,87.91518518518518,84.60648148148148,0.986801436882612,0.9716632969339852,0.9754736949510554,0.6041874504258065,0.9537210884540598,0.8654821345344411,97.77486910994764,95.54973821989529,96.2041884816754
8JQ1,monomer,8JQ1:A,76.17078125,78.50078125,76.609375,0.3665396777121862,0.367114743164283,0.342263441966226,10.541218858404276,11.401136866204086,9.5605051990882,41.40625,38.671875,43.75
8SBM,monomer,8SBM:A,92.4223015873016,89.8002380952381,77.33333333333333,0.8858772520018992,0.8630556383717269,0.8883079857995169,2.360500554188885,2.567133164075292,2.298438040747185,87.39669421487604,85.12396694214877,87.60330578512396
8VJ1,monomer,8VJ1:A,90.92628205128206,73.01846153846154,52.74358974358975,0.7145406514539926,0.5491484865781263,0.5241820767956341,7.627868208070282,7.904026438174164,7.443615889176956,56.0,43.666666666666664,49.0
8KCQ,monomer,8KCQ:A,91.93064285714286,90.88628571428572,89.9,0.9207356495346668,0.9274766744525949,0.9168359219220208,3.9443299070737465,3.1675440265644763,2.9541823610720903,91.60714285714286,92.32142857142858,91.25
8QLT,monomer,8QLT:A,89.48532679738562,84.91666666666667,79.98692810457516,0.9774318127071104,0.9778684980859076,0.969270883405841,1.1335848599281042,1.1304896043605068,1.2865426981333723,95.5223880597015,96.26865671641792,92.91044776119404
8JED,monomer,8JED:B,94.93672297297296,31.651114864864866,33.30067567567568,0.9779148592384368,0.3105938334986943,0.2769119121370432,1.2563849704279189,21.83013742058154,24.592800403918996,96.62162162162161,11.824324324324326,12.246621621621621
8YE0,monomer,8YE0:A,94.3623103448276,36.547275862068965,84.6655172413793,0.971762131811866,0.3730236031256563,0.956189386388057,1.3556402207917828,18.99858034407344,1.475702349471108,93.9236111111111,18.142361111111114,86.37152777777777
8GEY,monomer,8GEY:B,94.5945390070922,90.0954609929078,85.68085106382979,0.959260959598972,0.9374278895199069,0.946219955797024,2.786722189022554,2.154602176221075,2.482753903223324,96.40287769784173,93.34532374100719,94.60431654676259
8V4N,monomer,8V4N:A,83.90710801393728,76.08425087108014,92.0,0.8864797084741919,0.9236779198880204,0.9023794437818512,4.975899655421024,2.7963662314802717,4.625671266592444,79.27756653992395,86.2167300380228,83.17490494296578
9FGP,monomer,9FGP:A,96.59007142857143,34.920071428571426,31.95,0.9483179203010228,0.3126078010490714,0.3246232845178498,1.2530126238459036,12.90666855502045,14.254848358971394,93.75,19.285714285714285,21.07142857142857
8QTA,monomer,8QTA:A,92.65260651629072,88.93551378446115,84.23809523809524,0.9747912956291273,0.9358594249014476,0.9777450319812916,1.25387713902491,2.046596971146236,1.2266323783094768,90.53884711779449,77.75689223057644,91.35338345864662
8TMS,monomer,8TMS:A,90.47209150326798,75.36813725490197,74.59803921568627,0.943011948595546,0.8272686955524601,0.8552842854415359,3.884379830242188,4.999988624164012,5.046928601951851,92.96875,72.22222222222223,80.12152777777777
8HPG,monomer,8HPG:A,93.94759615384616,94.03660256410257,93.35256410256407,0.7591488253525701,0.9687810397916312,0.9735500449439598,4.329220023741604,1.3719640635559438,1.1047315870524597,71.4401294498382,92.47572815533981,90.85760517799352
8BGF,monomer,8BGF:A,82.81560975609756,77.97544715447154,78.88617886178861,0.8060524890337987,0.797941731299075,0.7994974078607918,7.537225232398595,8.491873866001647,6.519035116528976,79.26829268292683,77.64227642276424,77.03252032520325
8UZ8,monomer,8UZ8:A,68.91625641025641,51.01,49.54871794871794,0.5079003037078831,0.4385220366667685,0.4690180357050807,20.09653315751952,20.812374646804205,21.21264957515957,48.214285714285715,48.21428571428572,48.21428571428571
7YTF,monomer,7YTF:A,91.17135384615383,79.34015384615384,71.04307692307692,0.9592851797791428,0.5035807365280586,0.5224995884432779,1.4750536509320966,11.257130462322309,11.049505382452796,87.45954692556634,44.1747572815534,44.417475728155345
8C9I,monomer,8C9I:A,91.524375,91.597575,94.1275,0.9816214048316558,0.9821527956216888,0.9840234196698316,1.0503613478367,1.018425752409344,0.9576053211907186,94.31818181818181,94.57070707070707,94.76010101010101
8PBV,monomer,8PBV:A,79.74844827586207,68.49370689655173,62.11206896551724,0.6227715733905153,0.642627782507875,0.6693947926571641,6.971733381338293,7.251285045662414,7.072191315390265,57.327586206896555,59.26724137931035,60.3448275862069
7G1Q,monomer,7G1Q:A,95.28739130434782,94.96978260869564,90.78985507246377,0.9842596626558248,0.9731064587890272,0.97569314104456,0.5613836004311895,0.7599686248168508,0.7064575179322636,99.06716417910448,96.82835820895522,97.01492537313433
8YGW,monomer,8YGW:A,89.99978021978022,90.36057692307692,93.53571428571428,0.9657234300708076,0.9613464920110292,0.9627415447187186,1.3408849782985757,1.457950991864175,1.39388520968615,88.65030674846625,87.0398773006135,87.88343558282209
8SX4,monomer,8SX4:A,94.83361256544502,92.69602094240838,89.40837696335079,0.9746727432450246,0.9703193176284912,0.966628973980793,1.149239772046772,1.1907709545989298,1.2773480459022153,96.5909090909091,95.5965909090909,95.0284090909091
8HD3,monomer,8HD3:A,89.03153846153846,85.59146153846154,84.95769230769231,0.954516936760046,0.9524347413827934,0.9494404943674426,1.7066092305167284,1.974588929424791,1.995685277778744,91.22983870967742,91.93548387096774,91.73387096774194
8JNM,monomer,8JNM:A,66.08605504587156,69.08045871559634,46.39449541284404,0.724533988305378,0.4426925247607752,0.409397761722561,2.2190297784780912,8.62310485638126,10.290496352216037,84.5,52.0,47.0
8BGJ,monomer,8BGJ:A,88.85357142857143,89.13941964285715,93.19642857142856,0.9390672911404486,0.9406974380481672,0.938898673183022,1.9379261319646672,1.9056919531601983,1.9141528874011136,91.37931034482759,91.7487684729064,90.39408866995073
8G1L,monomer,8G1L:A,93.44337301587302,72.7538888888889,70.67460317460318,0.9524438253324304,0.8450001066507151,0.8677082634346432,1.6267874581474289,4.251233264314756,4.492324003409581,90.67460317460318,72.42063492063491,76.68650793650794
8W8T,monomer,8W8T:A,91.63592,79.90952,73.408,0.9572721069115684,0.7331458890002164,0.7500737239434617,0.971254030845309,6.325494411352149,6.728303769667679,94.91869918699187,72.15447154471545,73.57723577235772
8GTH,monomer,8GTH:A,92.86464912280702,89.14245614035087,79.35087719298247,0.9701319863872916,0.9618232771098892,0.9220361262194212,0.6639969524086369,0.775218382199241,1.2905700304470982,98.3173076923077,96.39423076923077,91.82692307692308
8H7B,monomer,8H7B:A,93.60861842105264,93.29243421052632,88.5,0.9621012376386824,0.9631960163488522,0.9707541432772124,1.0670823620426952,1.0143474584602254,0.9050472826567588,94.0,94.0,95.5
8EIL,monomer,8EIL:A,95.0716129032258,91.077311827957,90.51075268817203,0.9852484279386916,0.962290215474938,0.980023730819384,0.6320029966602045,1.0690241565628331,0.7344027752641227,97.92817679558011,93.78453038674033,97.23756906077348
8USM,monomer,8USM:A,91.35397590361444,56.03849397590361,81.51807228915663,0.9881645444784796,0.6041516808682416,0.9476076824176324,0.5173003584759425,6.150241650563611,1.317844215289986,98.99328859060402,44.127516778523486,92.78523489932887
8QXP,monomer,8QXP:A,96.86142105263158,84.12326315789474,85.9,0.9857119392214734,0.9818711004361372,0.9842094490716968,0.6173798803738219,0.6844567833890863,0.6760447138072536,98.03370786516854,97.47191011235955,98.17415730337078
8C7D,monomer,8C7D:A,92.69601990049752,89.3752736318408,91.53233830845772,0.972893736970848,0.98158223219833,0.9773939190427552,1.0428022582750889,0.7660296016954159,0.8973192597751298,96.41025641025641,97.56410256410257,96.66666666666667
8BWB,monomer,8BWB:A,88.41927272727273,46.153090909090906,86.83636363636363,0.6405045646178348,0.3674053084238947,0.6430631377246545,2.96937349216924,6.482965801843241,2.8068621581332267,70.9090909090909,43.63636363636364,72.72727272727272
8JJT,monomer,8JJT:A,93.86102719033232,90.63271903323265,94.6978851963746,0.968192513692914,0.971053564997994,0.9563352506927888,1.2361732993055556,1.2221877323408816,1.543014958736152,88.90625,90.9375,86.015625
8T9N,monomer,8T9N:A,94.54044444444445,82.98896296296296,77.91851851851852,0.9581500445300442,0.970195540538608,0.8324566336031316,1.2717500327292426,0.7949485352185338,4.321341062521922,96.11111111111111,95.74074074074073,77.03703703703704
8SV9,monomer,8SV9:A,90.767703180212,91.09805653710248,94.59363957597174,0.9562934959596816,0.9547774250796712,0.9413482568661582,4.89740973930303,4.888264456550952,5.03687693247412,58.39416058394161,58.57664233576642,55.839416058394164
8CM1,monomer,8CM1:A,88.31721698113208,84.89155660377358,94.30188679245283,0.936664208994738,0.9462782467526328,0.9303263451415458,3.389304789485527,1.3552245348500478,3.284491310769008,91.34078212290501,90.92178770949721,89.3854748603352
8J1K,monomer,8J1K:A,93.91504587155964,92.46977064220184,88.90366972477064,0.965149362803317,0.9612701625263677,0.9659872037391736,1.379849539678533,1.4206774765510817,1.3232918603040398,94.57070707070707,93.68686868686869,94.31818181818181
8V33,monomer,8V33:A,83.48416666666667,59.1575,46.22395833333333,0.9238242828275957,0.4539493434681608,0.5954699791325231,1.5253718459733268,17.10691644606264,7.08475824197236,86.63522012578616,38.0503144654088,51.886792452830186
8IQT,monomer,8IQT:A,84.5462091503268,83.78732026143791,85.07843137254902,0.9514663559033036,0.940568579120412,0.910073477781848,2.344895206731658,2.140513938158501,2.958612872528218,92.81496062992127,89.96062992125984,85.53149606299212
8E0H,monomer,8E0H:A,85.41373737373738,86.17257575757576,87.02525252525253,0.9615011078499174,0.962371590393301,0.8287134785950763,1.2676971739193024,1.2812187196761962,4.490888161411488,94.27374301675978,94.1340782122905,75.0
8UXR,monomer,8UXR:A,75.98347826086956,54.6995652173913,47.95652173913044,0.3673302407874343,0.1541347626127589,0.1197280880582155,3.5888061705597294,6.84666742734304,7.695488368639497,78.26086956521738,40.21739130434783,41.30434782608696
8JT4,monomer,8JT4:A,97.78904214559388,93.3793103448276,91.08045977011494,0.9975888384983546,0.9756119580844178,0.979182366366161,0.2983144536943131,1.0411647451314576,1.0066037746549714,99.90421455938697,95.0191570881226,95.6896551724138
8UM6,monomer,8UM6:A,96.67186046511628,95.92317829457365,93.3875968992248,0.9837876117317776,0.9784296647265424,0.9894654316825314,0.5462999094394199,0.6369374041200596,0.4378929402760418,99.41860465116278,97.67441860465117,99.8062015503876
8GDY,monomer,8GDY:A,88.84666666666666,85.15531914893617,83.87943262411348,0.9666915686743408,0.9634513252078224,0.9786142791159744,1.6970332692180905,1.5366052688217826,0.6196809253955564,97.66949152542372,97.24576271186442,98.09322033898304
8XPZ,monomer,8XPZ:A,89.70289156626507,88.95051204819278,89.24096385542168,0.9921433303567894,0.9866570527103408,0.9828452112965024,0.5710334111162964,0.7518040469549923,0.8494911441511676,98.72013651877133,97.09897610921502,95.13651877133105
8UX2,monomer,8UX2:A,45.721178861788616,33.402195121951216,44.67479674796749,0.3104018538306282,0.3175782327060643,0.5509411359555805,19.652960124453365,20.65238962284795,14.596881851108932,15.794979079497907,13.179916317991632,20.188284518828453
8X3A,monomer,8X3A:A,91.59940789473684,91.68131578947369,87.41447368421052,0.8625657339350725,0.8627913204859294,0.861881691447186,6.6579562049989445,5.088517313268623,4.433824371449356,79.80132450331126,80.13245033112582,79.96688741721854
8IN6,monomer,8IN6:A,79.65034934497817,65.61353711790393,79.95196506550218,0.700338985823282,0.3465044309939609,0.594353280032621,7.019499015090162,16.816432559539784,7.180237170999321,59.024390243902445,31.46341463414634,45.0
8QWQ,monomer,8QWQ:A,58.16511904761905,49.29781746031746,82.51190476190476,0.7928423416512965,0.8114148365110645,0.7837565511643377,3.0256211189552515,2.932430734308228,3.5309616866363407,73.42342342342343,77.25225225225226,72.74774774774775
8C7K,monomer,8C7K:A,82.39100917431193,83.88798165137615,75.4862385321101,0.6237930882088099,0.6273874259134534,0.6211237584939645,18.883783859752366,15.45318817320617,14.8505013557101,61.0091743119266,60.550458715596335,59.86238532110092
8XHO,monomer,8XHO:A,95.99996296296295,90.07255555555555,90.11481481481482,0.9965014723604296,0.9540961699778202,0.9639376238597848,0.362715620416691,3.588586117783769,2.8716467307245246,99.71374045801527,90.93511450381678,92.55725190839694
9IID,monomer,9IID:A,85.70983333333334,83.1055,81.31666666666668,0.9063601343782702,0.948262065918453,0.9063705943419332,0.8764761848644135,0.615490229472822,0.9085151899978148,93.9655172413793,97.84482758620689,93.9655172413793
8JFX,monomer,8JFX:A,92.86235741444868,92.24372623574143,87.31939163498099,0.9450496464632386,0.9384175515859262,0.9564848101669512,2.252065595197275,2.034235102567709,1.6077081633249013,91.59482758620689,86.74568965517241,92.34913793103449
8WKH,monomer,8WKH:A,95.6626717557252,94.58618320610688,90.80152671755724,0.9680714799981608,0.9696714965783584,0.9707693409704936,1.0077442878362008,0.9775004768090714,0.9335154870674373,96.53846153846155,96.73076923076923,97.3076923076923
8HBB,monomer,8HBB:A,90.74265734265734,86.3106993006993,81.95104895104896,0.983027168719432,0.9659436263966954,0.962510832673368,0.8045791351118232,1.3048314734862307,1.3956451082073331,96.56862745098039,92.25490196078431,91.27450980392157
8IQD,monomer,8IQD:A,96.01547244094488,62.57645669291339,84.84645669291339,0.9784498468689204,0.7227150568402504,0.9764833569397324,0.9013811201494824,7.498636626159378,0.9227361034168022,95.85201793721973,54.7085201793722,94.73094170403587
8FTN,monomer,8FTN:A,93.24447887323944,91.056338028169,89.4281690140845,0.9955141764115892,0.9658020693798978,0.9505952403050172,0.4486541949236014,2.1155916120244878,2.3550557723377263,99.47129909365559,94.10876132930514,87.53776435045317
8FZB,monomer,8FZB:A,91.98220543806649,88.49006042296072,88.94864048338368,0.9762784135576554,0.6774495652983168,0.9717660855428256,1.1422206808600224,13.83908616407983,1.2405908090604962,94.33962264150944,65.80188679245282,92.29559748427673
8FWX,monomer,8FWX:A,94.3139603960396,29.9116501650165,66.26072607260726,0.9706565603627092,0.2573560912246745,0.5968338533785935,1.6715942436155349,21.686642457953425,14.689382223112494,94.78476821192052,11.920529801324504,58.27814569536424
8ARJ,monomer,8ARJ:A,90.54133956386292,87.51822429906542,82.70093457943926,0.9796992372815692,0.9812323880105484,0.9755106002141904,1.0637582264358874,1.043456898355179,1.187726901026935,95.45454545454545,96.72727272727272,95.63636363636364
8HP8,monomer,8HP8:A,97.27739130434784,95.91279503105592,93.08695652173913,0.9891931611885274,0.9533639499291856,0.9884656809409454,0.5058906360554274,1.0988457216306065,0.5404601320977608,99.06832298136646,91.45962732919256,98.75776397515529
8SH4,monomer,8SH4:A,95.4097247706422,92.91825688073396,89.69724770642202,0.9253765922057005,0.9486341444648496,0.9214173452844298,1.796073227702469,1.4649072360953532,1.829672248485055,87.04128440366972,90.13761467889908,86.81192660550458
8BO0,monomer,8BO0:A,97.94646153846152,94.66615384615385,82.76923076923077,0.8367430458683052,0.8402411329168619,0.7856797463419073,2.0899893037079544,1.5273722128798302,2.0644644280210365,87.69230769230768,88.46153846153845,84.23076923076923
8C5N,monomer,8C5N:A,95.57865284974092,94.84487046632124,92.25388601036268,0.9906606491857372,0.9880358688152197,0.9902246111700416,0.501474743972892,0.5661844210946549,0.5118691714279199,99.19354838709677,98.65591397849462,99.19354838709677
8E4A,monomer,8E4A:A,96.85351170568562,94.37565217391304,92.247491638796,0.9947341655034444,0.9831082041945752,0.9779775731602662,0.4808602196471355,1.1431295389788518,1.1876432866084128,99.33110367892976,97.24080267558529,95.40133779264214
8ERM,monomer,8ERM:A,86.0695871559633,62.639128440366974,79.11467889908256,0.932223431778632,0.7831925243525726,0.9240512441940706,2.6790757505521654,5.526136477013777,2.700354108416525,88.5678391959799,65.57788944723619,86.80904522613065
8B02,monomer,8B02:A,87.38805309734514,86.69743362831858,83.17699115044248,0.9830660328209756,0.9744054736764932,0.9685202803734584,0.4773284785978981,0.6032572537993367,0.6706597113178734,99.21052631578948,98.68421052631578,97.36842105263158
8YLA,monomer,8YLA:A,90.7041592920354,82.99849557522124,90.1386430678466,0.9673863097003508,0.8821907405333682,0.9604504112444552,1.4562169676611718,5.612083907106011,1.6016878217411974,91.46341463414635,76.60060975609755,89.10060975609755
8UN9,monomer,8UN9:A,92.32676113360324,91.82348178137651,88.5344129554656,0.9221628773896012,0.9174354137790466,0.9238023818065172,3.358005265902817,3.418055224057728,3.39697405341045,86.02620087336244,84.71615720524018,86.35371179039302
8P42,monomer,8P42:A,96.41285714285716,96.09366459627329,90.74534161490682,0.9779265359285686,0.970051609124411,0.9690232099507176,0.7259250287861871,0.9599446031199568,1.095715881313155,96.65605095541402,96.01910828025478,96.01910828025478
8TUK,monomer,8TUK:A,89.74562111801242,86.05173913043478,91.29503105590062,0.9592649844692092,0.9266852253551132,0.9526188093031548,1.6895634725042,1.9450043067187357,1.5333362457263515,90.34482758620689,82.75862068965517,86.98275862068965
8I7Q,monomer,8I7Q:A,96.15856540084388,92.68599156118144,93.73417721518987,0.990409374384794,0.9643102252499332,0.9636203675066644,0.6474594782094146,1.3566122021258755,1.3489776204878436,98.73417721518987,93.88185654008439,93.45991561181435
8TN0,monomer,8TN0:A,93.29574468085106,90.56712765957448,87.39007092198582,0.98518270414693,0.9811327430827272,0.9804821711230672,1.0248316734258427,1.0893052905932237,1.154387278313858,98.18007662835248,97.22222222222221,97.60536398467433
8H5S,monomer,8H5S:A,94.44623076923077,93.78473076923076,91.08846153846154,0.9733997931536976,0.7461373057196243,0.7890408115689719,4.721343051156961,6.411847591045323,5.826720569933591,71.86234817813765,64.77732793522267,67.3076923076923
8GPH,monomer,8GPH:A,92.97620853080568,91.9718009478673,89.57345971563981,0.9699593598404548,0.9675746113513152,0.9748706658966289,1.320209427386756,1.199365907604537,1.1775715960298574,95.67307692307692,94.35096153846155,96.63461538461539
8X5L,monomer,8X5L:A,95.61204545454544,93.80431818181818,88.97727272727273,0.9469035064599348,0.9493418536585104,0.9547484917616248,4.909407467931747,4.886804762936539,4.835490193282386,42.06948640483384,41.918429003021146,42.74924471299094
8PWT,monomer,8PWT:A,94.88029411764704,85.15352941176471,90.41176470588236,0.2843506317736241,0.288428577758708,0.2740380198273024,12.781829513667036,7.7383221565505025,12.85061081560628,36.029411764705884,45.58823529411765,36.029411764705884
8WT5,monomer,8WT5:A,93.56805970149254,49.37761194029851,42.19402985074627,0.8852395440125639,0.3835116285479055,0.3373191051405304,1.3255326093961393,8.254466704545793,14.57641265721328,93.28358208955224,43.656716417910445,35.44776119402985
8I76,monomer,8I76:A,87.87105263157895,88.28,80.36842105263158,0.9350861436520356,0.9254269609331977,0.9505706263028164,0.3572120144764568,0.3930857770340677,0.3185012642103823,100.0,100.0,100.0
8QZJ,monomer,8QZJ:A,93.10878542510122,89.76242914979757,89.84210526315789,0.9918321891148216,0.9879498263804888,0.9816113013984686,0.5183746572436448,0.6501075444455973,0.8128998122572801,99.10714285714286,98.10267857142857,96.65178571428572
8SX0,monomer,8SX0:A,83.97495495495495,54.07837837837838,74.47747747747748,0.8618356654530523,0.635823066536312,0.8392629564309765,4.620953756522595,8.353857757396856,4.699900387118431,57.03125000000001,47.65625,56.770833333333336
8KIH,monomer,8KIH:A,89.38810240963855,84.99855421686748,86.40060240963855,0.9742670712071057,0.963247373559225,0.9701535670526188,1.2529242518886743,1.372699297337279,1.248489579267594,95.36082474226805,91.40893470790378,92.35395189003435
8BY4,monomer,8BY4:A,92.09926229508196,92.21196721311476,86.71311475409837,0.9316440372931832,0.9177561436051224,0.9236820193404588,3.102589462552843,3.551931453695106,2.700652352083648,93.03278688524588,90.36885245901638,92.00819672131148
8JNG,monomer,8JNG:A,77.608730964467,73.87781725888325,85.47715736040608,0.9051719166881738,0.7508820317168051,0.8225443070217507,2.188132723856505,10.662365435400622,4.720879398457209,87.75510204081633,74.65986394557822,81.97278911564626
8DSF,monomer,8DSF:A,95.0990909090909,94.40848484848485,91.23232323232322,0.9952828306533076,0.995146442198827,0.9935442630425644,0.2412467869729982,0.2434271359541251,0.2816071625769528,100.0,100.0,100.0
8ST6,monomer,8ST6:A,89.7381623931624,76.81106837606838,80.31196581196582,0.9484215042447436,0.8732962816809767,0.8817379011167903,1.391238712202471,3.4847750478960164,2.716738122376226,90.44117647058823,77.81862745098039,78.43137254901961
8X2W,monomer,8X2W:A,97.87956896551724,93.56120689655172,91.80172413793105,0.9720760224849828,0.9191200140653872,0.9682203351660696,1.0421396242251866,2.245295476220583,1.209039520314284,93.5344827586207,84.375,93.5344827586207
8JVG,monomer,8JVG:A,92.03604519774012,91.69966101694916,85.85875706214689,0.9557337701320836,0.9478733779476196,0.9574203489973796,2.2257295784404625,2.6073376154428614,1.68193778166973,95.14705882352939,93.8235294117647,95.29411764705883
8FZY,monomer,8FZY:A,93.91484693877553,61.44285714285714,88.49489795918367,0.9755482535302396,0.636557368229989,0.9621155856133776,0.8705725094467766,19.87951569242354,1.07263672131584,96.05978260869566,51.902173913043484,93.07065217391305
8HCS,monomer,8HCS:A,94.50205357142858,88.31705357142857,84.75892857142857,0.9369324106730924,0.9334762706400492,0.9293259159017132,1.6972801904192796,1.6877367184844565,1.7535487342150864,93.95604395604396,93.4065934065934,93.13186813186813
7YVD,monomer,7YVD:A,94.155,93.03530303030304,90.46969696969695,0.9319174610201296,0.9257014189830955,0.9368400801669764,7.767565968613087,7.708261524272146,7.816630166410362,40.45801526717557,39.31297709923664,39.88549618320611
8HYK,monomer,8HYK:A,94.7257980456026,88.16765472312703,90.185667752443,0.9473100635774528,0.9284212234671152,0.9467965733457708,3.1087644194120774,3.4355320370603866,2.606558416882233,89.54248366013073,82.59803921568627,89.86928104575165
8DU0,monomer,8DU0:A,92.17446107784431,91.68679640718562,91.48502994011976,0.9687182332295584,0.9643517008043312,0.9689335030279328,1.1465482338943584,1.2301450583261897,1.1416474888933257,91.87062937062936,90.55944055944056,90.9090909090909
8GSJ,monomer,8GSJ:A,95.64806547619048,95.41383928571427,88.54761904761904,0.9789746895393276,0.9722797915386372,0.9644742769514912,1.3669099340709348,1.5888305879060234,1.81402558610828,95.75892857142857,93.89880952380952,92.93154761904762
